index,brewery_id,brewery_inBusiness,beer_name,beer_style,abv,ibu_max,ibu_min,beer_id
3150,MOM2Mw,Y,Passion Fruit,American-Style Sour Ale,4.8,NaN,NaN,nnBbaS
3151,MOM2Mw,Y,Queen City Blues,American-Style Sour Ale,5.4,NaN,NaN,q1pLML
3152,MOM2Mw,Y,Seduction Series 1,Wood- and Barrel-Aged Sour Beer,7,NaN,NaN,RQjQXk
3153,MOM2Mw,Y,Send It,American-Style India Pale Ale,6.3,70,50,jWOZd8
3154,MOM2Mw,Y,Strawberry,Non-Alcoholic Kombucha,NaN,NaN,NaN,uhcf9U
3155,MOM2Mw,Y,Strawberry Seduction,American-Style Sour Ale,5,NaN,NaN,Q6uPjt
3156,MOM2Mw,Y,Sweet Potato Pie,Non-Alcoholic Kombucha,NaN,NaN,NaN,5sqkfq
3157,MOM2Mw,Y,Tangerine Dreamz,Belgian-Style White (or Wit) / Belgian-Style Wheat,5.2,17,10,y9qBw0
3158,MOM2Mw,Y,Tart De La Wit,Wild Beer,4.6,NaN,NaN,O1fRBl
3159,MOM2Mw,Y,The Magellan,American-Style Brown Ale,5,45,25,lfnEUR
3160,MOM2Mw,Y,The Mirage,Belgian-Style Tripel,8.8,45,20,RrVkbo
3161,MOM2Mw,Y,Tropicalus,American-Style India Pale Ale,6,70,50,qnlfEY
3162,MOM2Mw,Y,Wake-Up Call,Kombucha,NaN,NaN,NaN,INtr03
3163,UOIwZb,Y,Belgian Red Ale,Other Belgian-Style Ales,6,NaN,NaN,OFKQ84
3164,UOIwZb,Y,Pale Ale,American-Style Pale Ale,7.3,42,30,lvbbyd
3165,TBOcTV,N,Dockside Blonde Ale,Golden or Blonde Ale,4.3,25,15,9vBVgL
3166,TBOcTV,N,Outboard Amber Ale,American-Style Amber/Red Ale,5.1,40,30,mEuJpm
3167,TBOcTV,N,Pontoon Pale Ale,American-Style Pale Ale,5.5,42,30,XbShWu
3168,gv1egz,Y,Hefeweizen,South German-Style Hefeweizen / Hefeweissbier,5.6,15,10,C3bJLc
3169,gv1egz,Y,IPA,American-Style India Pale Ale,NaN,70,50,oNK7V3
3170,Ym0fEg,Y,Bière de Neuse,French & Belgian-Style Saison,7.4,40,20,d5cYeQ
3171,Ym0fEg,Y,Caleb’s High Noon,Imperial or Double India Pale Ale,8.7,100,65,igEbPb
3172,Ym0fEg,Y,La Belge aDorẻe,Belgian-Style Pale Strong Ale,8.4,50,20,FPLMnr
3173,Ym0fEg,Y,Laila’s Midnight,Imperial or Double India Pale Ale,9.5,100,65,6MVnGA
3174,Ym0fEg,Y,Riverkeeper’s Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,17,10,U2mz6j
3175,Ym0fEg,Y,Riviѐre,Belgian-Style Tripel,9.2,45,20,rj4AxI
3176,Ym0fEg,Y,Bière de Neuse,French & Belgian-Style Saison,7.4,40,20,d5cYeQ
3177,Ym0fEg,Y,Caleb’s High Noon,Imperial or Double India Pale Ale,8.7,100,65,igEbPb
3178,Ym0fEg,Y,La Belge aDorẻe,Belgian-Style Pale Strong Ale,8.4,50,20,FPLMnr
3179,Ym0fEg,Y,Laila’s Midnight,Imperial or Double India Pale Ale,9.5,100,65,6MVnGA
3180,Ym0fEg,Y,Riverkeeper’s Wit,Belgian-Style White (or Wit) / Belgian-Style Wheat,4.8,17,10,U2mz6j
3181,Ym0fEg,Y,Riviѐre,Belgian-Style Tripel,9.2,45,20,rj4AxI
3182,JKx7GQ,Y,North Carolina Gose West,Leipzig-Style Gose,NaN,15,10,hY6r9z
3183,5V7Qcw,Y,Holiday IPA,American-Style India Pale Ale,7.7,70,50,FVnYRW
3184,5V7Qcw,Y,LFD (Sharks In Me Collards),Belgian-Style Pale Strong Ale,9.5,50,20,OYd7zD
3185,5V7Qcw,Y,Wild Flower Honey Wheat,South German-Style Hefeweizen / Hefeweissbier,7.4,15,10,rpWMax
3186,ZRW59q,Y,90% Pils,American-Style Pilsener,7,40,25,QAIChT
3187,ZRW59q,Y,Chef Series - the Art of the Mango-zuh,Contemporary Gose,4.8,NaN,NaN,g3G2iQ
3188,ZRW59q,Y,GSO-zuh,Contemporary Gose,4.4,NaN,NaN,I7jOsp
3189,ZRW59q,Y,Harder Better Faster,Vienna-Style Lager,5.5,28,22,DM9MMY
3190,ZRW59q,Y,HBC 344 Single Hop IPA,American-Style India Pale Ale,6.5,70,50,OuICEg
3191,ZRW59q,Y,HBC 517 Single Hop IPA,American-Style India Pale Ale,6.9,70,50,mTPA9p
3192,ZRW59q,Y,Lewis & Krunk West Coast Style IPA,American-Style India Pale Ale,7.1,70,50,lds5Tb
3193,ZRW59q,Y,Lunsford Robust Porter,Robust Porter,5.8,40,25,wRzkUM
3194,ZRW59q,Y,Mexican Milkshake IPA,American-Style India Pale Ale,6,70,50,whDumm
3195,ZRW59q,Y,Nevertheless She Persisted,Golden or Blonde Ale,4.4,25,15,KM523p
3196,ZRW59q,Y,Peach Milkshake IPA,American-Style India Pale Ale,6.5,70,50,43L0rS
3197,ZRW59q,Y,Powder of Love,American-Style India Pale Ale,6.8,70,50,MqtDww
3198,ZRW59q,Y,Preyer American Wheat Ale,American-Style Wheat Beer,4.8,35,10,YliYdn
3199,ZRW59q,Y,Red Shed Red IPA,Imperial or Double India Pale Ale,8.2,100,65,hoY8BU
3200,ZRW59q,Y,Rye-ku Rye Pale Ale,American-Style Pale Ale,5.4,42,30,qrNhjB
3201,ZRW59q,Y,SloFi Grapefruit Session IPA,Session India Pale Ale,4.5,NaN,NaN,xTPlse
3202,ZRW59q,Y,Strawberry Milkshake IPA,American-Style India Pale Ale,6.5,70,50,SlmplI
3203,ZRW59q,Y,Vladibeer Russian Imperial Stout,American-Style Imperial Stout,8.5,80,50,NTmkG7
3204,ZRW59q,Y,What You're Looking For,American-Style Brown Ale,5.9,45,25,9eQqNL
3205,ZRW59q,Y,90% Pils,American-Style Pilsener,7,40,25,QAIChT
3206,ZRW59q,Y,Chef Series - the Art of the Mango-zuh,Contemporary Gose,4.8,NaN,NaN,g3G2iQ
3207,ZRW59q,Y,GSO-zuh,Contemporary Gose,4.4,NaN,NaN,I7jOsp
3208,ZRW59q,Y,Harder Better Faster,Vienna-Style Lager,5.5,28,22,DM9MMY
3209,ZRW59q,Y,HBC 344 Single Hop IPA,American-Style India Pale Ale,6.5,70,50,OuICEg
3210,ZRW59q,Y,HBC 517 Single Hop IPA,American-Style India Pale Ale,6.9,70,50,mTPA9p
3211,ZRW59q,Y,Lewis & Krunk West Coast Style IPA,American-Style India Pale Ale,7.1,70,50,lds5Tb
3212,ZRW59q,Y,Lunsford Robust Porter,Robust Porter,5.8,40,25,wRzkUM
3213,ZRW59q,Y,Mexican Milkshake IPA,American-Style India Pale Ale,6,70,50,whDumm
3214,ZRW59q,Y,Nevertheless She Persisted,Golden or Blonde Ale,4.4,25,15,KM523p
3215,ZRW59q,Y,Peach Milkshake IPA,American-Style India Pale Ale,6.5,70,50,43L0rS
3216,ZRW59q,Y,Powder of Love,American-Style India Pale Ale,6.8,70,50,MqtDww
3217,ZRW59q,Y,Preyer American Wheat Ale,American-Style Wheat Beer,4.8,35,10,YliYdn
3218,ZRW59q,Y,Red Shed Red IPA,Imperial or Double India Pale Ale,8.2,100,65,hoY8BU
3219,ZRW59q,Y,Rye-ku Rye Pale Ale,American-Style Pale Ale,5.4,42,30,qrNhjB
3220,ZRW59q,Y,SloFi Grapefruit Session IPA,Session India Pale Ale,4.5,NaN,NaN,xTPlse
3221,ZRW59q,Y,Strawberry Milkshake IPA,American-Style India Pale Ale,6.5,70,50,SlmplI
3222,ZRW59q,Y,Vladibeer Russian Imperial Stout,American-Style Imperial Stout,8.5,80,50,NTmkG7
3223,ZRW59q,Y,What You're Looking For,American-Style Brown Ale,5.9,45,25,9eQqNL
3224,2nQ997,Y,'74 - '75,American-Style Märzen / Oktoberfest,5.8,30,20,PicABp
3225,RzRrsp,Y,Brah'klava,Golden or Blonde Ale,11.1,25,15,3O589x
3226,2nQ997,Y,Dudeman,Oatmeal Stout,5,40,20,DAhd1y
3227,2nQ997,Y,DUH!,Imperial or Double India Pale Ale,8,100,65,aqyosX
3228,2nQ997,Y,Ginger Porter,Brown Porter,5.8,30,20,nOtM2O
3229,2nQ997,Y,Hipster or Hobo?,American-Style Pale Ale,6.2,42,30,yXG0j6
3230,2nQ997,Y,Hipster or Hobo?,American-Style Pale Ale,6.2,42,30,AelTAE
3231,2nQ997,Y,Mornin’ Wood Double India Pale Ale,Imperial or Double India Pale Ale,8.2,100,65,w1JqrM
3232,2nQ997,Y,Surfin' Buddha,American-Style India Pale Ale,6.5,70,50,pUQRBP
3233,2nQ997,Y,Surfin’ Buddha India Pale Ale,American-Style India Pale Ale,6.5,70,50,YL2f0n
3234,2nQ997,Y,Whiskeytown,American-Style Imperial Stout,9.5,80,50,xDSHbr
3235,IjjCkQ,Y,Cherry Tart,Fruit Cider,6,NaN,NaN,g5BBjG
3236,IjjCkQ,Y,Off Main,Common Cider,5.3,NaN,NaN,B687ON
3237,IjjCkQ,Y,Orange You A Hippie,Fruit Cider,6,NaN,NaN,wMwLjb
3238,IjjCkQ,Y,Rhiz Up!,Other Specialty Cider or Perry,6.5,NaN,NaN,9VcILM
3239,IjjCkQ,Y,Sweet Carolina Cider,Common Cider,NaN,NaN,NaN,GPLJcd
3240,IjjCkQ,Y,Cherry Tart,Fruit Cider,6,NaN,NaN,g5BBjG
3241,IjjCkQ,Y,Off Main,Common Cider,5.3,NaN,NaN,B687ON
3242,IjjCkQ,Y,Orange You A Hippie,Fruit Cider,6,NaN,NaN,wMwLjb
3243,IjjCkQ,Y,Rhiz Up!,Other Specialty Cider or Perry,6.5,NaN,NaN,9VcILM
3244,IjjCkQ,Y,Sweet Carolina Cider,Common Cider,NaN,NaN,NaN,GPLJcd
3245,RzRrsp,Y,#NOHOLDSIE Holdsie Da Deuce,Belgian-Style Tripel,8.2,45,20,zrbNet
3246,RzRrsp,Y,#NOHOLDSIE Holdsie San,Belgian-Style Tripel,8.2,45,20,EV2zxl
3247,RzRrsp,Y,#‎NOHOLDSIE‬ Holdsie Uno,Belgian-Style Tripel,8.2,45,20,cBKBoK
3248,RzRrsp,Y,Belgian Chocolate Stout,Other Belgian-Style Ales,NaN,NaN,NaN,FLYvq1
3249,RzRrsp,Y,Belgian Pale Ale,Belgian-Style Pale Ale,NaN,30,20,d1q7ga
3250,RzRrsp,Y,Beneath The Feet Of Orion,Strong Ale,11.1,65,30,mhFpFx
3251,RzRrsp,Y,Brah'klava,Golden or Blonde Ale,11.1,25,15,3O589x
3252,RzRrsp,Y,Carolina Peach Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,NaN,17,10,Tz0Y8t
3253,RzRrsp,Y,Citramelon White IPA,American-Style India Pale Ale,6.9,70,50,RVzn8w
3254,RzRrsp,Y,Cotton Pickin' Farmhouse IPA,Imperial or Double India Pale Ale,8.2,100,65,Y6fdmj
3255,RzRrsp,Y,Dust Bunny Barrel Aged Wild Ale,French & Belgian-Style Saison,4.8,40,20,9s4Xd2
3256,RzRrsp,Y,Hiverna,Pumpkin Beer,6.8,70,5,PCC7Cv
3257,RzRrsp,Y,House Saison,French & Belgian-Style Saison,NaN,40,20,0i7JX9
3258,RzRrsp,Y,Javaberry Cream Stout,Sweet or Cream Stout,7.8,25,15,ZMOpLF
3259,RzRrsp,Y,JavaCherry Cream Stout,Sweet or Cream Stout,8.2,25,15,UJwIPz
3260,RzRrsp,Y,Master of the House,French-Style Bière de Garde,8.4,30,20,YhR3Ed
3261,RzRrsp,Y,Memorial Day 2012 Wild Ale,French & Belgian-Style Saison,5.4,40,20,GW32Tx
3262,RzRrsp,Y,Mille Fleur Rustic Saison,French & Belgian-Style Saison,5.8,40,20,1bdn1e
3263,RzRrsp,Y,Newlin's Original Oatmeal Pale,French & Belgian-Style Saison,5.6,40,20,c3viLr
3264,RzRrsp,Y,Regent's Rye Tripel,Belgian-Style Tripel,7.8,45,20,SHzy4z
3265,RzRrsp,Y,Rusted Plow Farmhouse Saison,French & Belgian-Style Saison,4.8,40,20,S2xTwO
3266,RzRrsp,Y,Rustic Grisette Farmhouse Ale,French & Belgian-Style Saison,6.2,40,20,moRKrz
3267,RzRrsp,Y,St. Benedict's Breakfast Dubbel,Belgian-Style Dubbel,6.7,30,20,ehZjxZ
3268,RzRrsp,Y,Sun Hands Belgian Summer,Belgian-Style Pale Ale,10,30,20,8ZQ4B2
3269,RzRrsp,Y,Wild Black Saison,French & Belgian-Style Saison,NaN,40,20,rfHjzS
3270,RzRrsp,Y,#NOHOLDSIE Holdsie Da Deuce,Belgian-Style Tripel,8.2,45,20,zrbNet
3271,RzRrsp,Y,#NOHOLDSIE Holdsie San,Belgian-Style Tripel,8.2,45,20,EV2zxl
3272,RzRrsp,Y,#‎NOHOLDSIE‬ Holdsie Uno,Belgian-Style Tripel,8.2,45,20,cBKBoK
3273,RzRrsp,Y,Belgian Chocolate Stout,Other Belgian-Style Ales,NaN,NaN,NaN,FLYvq1
3274,RzRrsp,Y,Belgian Pale Ale,Belgian-Style Pale Ale,NaN,30,20,d1q7ga
3275,RzRrsp,Y,Beneath The Feet Of Orion,Strong Ale,11.1,65,30,mhFpFx
3276,RzRrsp,Y,Brah'klava,Golden or Blonde Ale,11.1,25,15,3O589x
3277,RzRrsp,Y,Carolina Peach Witbier,Belgian-Style White (or Wit) / Belgian-Style Wheat,NaN,17,10,Tz0Y8t
3278,RzRrsp,Y,Citramelon White IPA,American-Style India Pale Ale,6.9,70,50,RVzn8w
3279,RzRrsp,Y,Cotton Pickin' Farmhouse IPA,Imperial or Double India Pale Ale,8.2,100,65,Y6fdmj
3280,RzRrsp,Y,Dust Bunny Barrel Aged Wild Ale,French & Belgian-Style Saison,4.8,40,20,9s4Xd2
3281,RzRrsp,Y,Hiverna,Pumpkin Beer,6.8,70,5,PCC7Cv
3282,RzRrsp,Y,House Saison,French & Belgian-Style Saison,NaN,40,20,0i7JX9
3283,RzRrsp,Y,Javaberry Cream Stout,Sweet or Cream Stout,7.8,25,15,ZMOpLF
3284,RzRrsp,Y,JavaCherry Cream Stout,Sweet or Cream Stout,8.2,25,15,UJwIPz
3285,RzRrsp,Y,Master of the House,French-Style Bière de Garde,8.4,30,20,YhR3Ed
3286,RzRrsp,Y,Memorial Day 2012 Wild Ale,French & Belgian-Style Saison,5.4,40,20,GW32Tx
3287,RzRrsp,Y,Mille Fleur Rustic Saison,French & Belgian-Style Saison,5.8,40,20,1bdn1e
3288,RzRrsp,Y,Newlin's Original Oatmeal Pale,French & Belgian-Style Saison,5.6,40,20,c3viLr
3289,RzRrsp,Y,Regent's Rye Tripel,Belgian-Style Tripel,7.8,45,20,SHzy4z
3290,RzRrsp,Y,Rusted Plow Farmhouse Saison,French & Belgian-Style Saison,4.8,40,20,S2xTwO
3291,RzRrsp,Y,Rustic Grisette Farmhouse Ale,French & Belgian-Style Saison,6.2,40,20,moRKrz
3292,RzRrsp,Y,St. Benedict's Breakfast Dubbel,Belgian-Style Dubbel,6.7,30,20,ehZjxZ
3293,RzRrsp,Y,Sun Hands Belgian Summer,Belgian-Style Pale Ale,10,30,20,8ZQ4B2
3294,RzRrsp,Y,Wild Black Saison,French & Belgian-Style Saison,NaN,40,20,rfHjzS
3295,HM5BbV,Y,Bark At the Moon Dark Brown Ale,American-Style Brown Ale,5.8,45,25,69XYv0
3296,HM5BbV,Y,BarkBerry Porter,Brown Porter,5.2,30,20,o3sPpc
3297,HM5BbV,Y,Dog Daze of Summer Blonde Ale,Golden or Blonde Ale,5,25,15,x6hzNJ
3298,HM5BbV,Y,Off The Leash,Imperial or Double India Pale Ale,7.8,100,65,Bk9bgB
3299,HM5BbV,Y,Sit And Stay Session IPA,Session India Pale Ale,4.6,NaN,NaN,KmzBDs
3300,HM5BbV,Y,Wag Your Tail Amber Ale,American-Style Amber/Red Ale,5.6,40,30,ZQQnWk
3301,JLf9YB,Y,Abund N.C. IPA,Imperial or Double India Pale Ale,9.8,100,65,SK9Mcs
3302,JLf9YB,Y,Barrel Aged Über Night Imperial Stout,Wood- and Barrel-Aged Strong Beer,10,NaN,NaN,tvTNQq
3303,JLf9YB,Y,Batch #1 English IPA,English-Style India Pale Ale,5.25,63,35,wFNTnv
3304,JLf9YB,Y,Bombshell Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,15,10,4dsAmJ
3305,JLf9YB,Y,Bombshell Perception Pale Ale,American-Style Pale Ale,5.45,42,30,kPoViG
3306,JLf9YB,Y,Chili Choco Bang Bang,American-Style Stout,5.7,60,35,XaTqKs
3307,JLf9YB,Y,Citra Pale Ale,American-Style Pale Ale,5.4,42,30,BeF3r4
3308,JLf9YB,Y,Dirty Secret Coconut Stout,American-Style Stout,4.5,60,35,SFpHqU
3309,JLf9YB,Y,Dirty Secret Russian Imperial Stout,British-Style Imperial Stout,8.5,65,45,gxayvk
3310,JLf9YB,Y,Dirty Secret Stout  - Dry Irish Batch,American-Style Stout,4.98,60,35,PWGiPf
3311,JLf9YB,Y,Dirty Secret Stout - Coconut Bash,Specialty Stouts,5.3,50,35,865hYp
3312,JLf9YB,Y,Dirty Secret Stout - Oatmeal Batch,Oatmeal Stout,5.5,40,20,z3G818
3313,JLf9YB,Y,Figgy Elder Brown Ale,American-Style Brown Ale,6.8,45,25,bMywAZ
3314,JLf9YB,Y,Head over Hops,American-Style India Pale Ale,6.8,70,50,vGl2BR
3315,JLf9YB,Y,Hey! Honey! Hefeweizen!,South German-Style Hefeweizen / Hefeweissbier,4.5,15,10,MjXJrh
3316,JLf9YB,Y,Hipster Handshake Blueberry Wheat,American-Style Wheat Beer,5.3,35,10,ztfdSK
3317,JLf9YB,Y,Hop Tease,Session India Pale Ale,4.3,NaN,NaN,sa02WQ
3318,JLf9YB,Y,JEMS Jade Pale Ale,American-Style Pale Ale,5.25,42,30,nCXuGE
3319,JLf9YB,Y,Lemongrass Pale Ale,American-Style Pale Ale,6,42,30,DghkK0
3320,JLf9YB,Y,Lost My Way IPA,American-Style India Pale Ale,6.5,70,50,q0QYTR
3321,JKx7GQ,Y,North Carolina Gose West,Leipzig-Style Gose,NaN,15,10,hY6r9z
3322,JLf9YB,Y,Pickup Line Porter,Brown Porter,5.6,30,20,Asp66n
3323,JLf9YB,Y,Polished Pilsener,American-Style Pilsener,4.5,40,25,YZ6HxM
3324,JLf9YB,Y,Red IPA,American-Style India Pale Ale,7,70,50,7jdSH9
3325,JLf9YB,Y,Spell Caster Black Ale,American-Style Black Ale,5,70,50,nxxs0V
3326,JLf9YB,Y,Abund N.C. IPA,Imperial or Double India Pale Ale,9.8,100,65,SK9Mcs
3327,JLf9YB,Y,Barrel Aged Über Night Imperial Stout,Wood- and Barrel-Aged Strong Beer,10,NaN,NaN,tvTNQq
3328,JLf9YB,Y,Batch #1 English IPA,English-Style India Pale Ale,5.25,63,35,wFNTnv
3329,JLf9YB,Y,Bombshell Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,15,10,4dsAmJ
3330,JLf9YB,Y,Bombshell Perception Pale Ale,American-Style Pale Ale,5.45,42,30,kPoViG
3331,JLf9YB,Y,Chili Choco Bang Bang,American-Style Stout,5.7,60,35,XaTqKs
3332,JLf9YB,Y,Citra Pale Ale,American-Style Pale Ale,5.4,42,30,BeF3r4
3333,JLf9YB,Y,Dirty Secret Coconut Stout,American-Style Stout,4.5,60,35,SFpHqU
3334,JLf9YB,Y,Dirty Secret Russian Imperial Stout,British-Style Imperial Stout,8.5,65,45,gxayvk
3335,JLf9YB,Y,Dirty Secret Stout  - Dry Irish Batch,American-Style Stout,4.98,60,35,PWGiPf
3336,JLf9YB,Y,Dirty Secret Stout - Coconut Bash,Specialty Stouts,5.3,50,35,865hYp
3337,JLf9YB,Y,Dirty Secret Stout - Oatmeal Batch,Oatmeal Stout,5.5,40,20,z3G818
3338,JLf9YB,Y,Figgy Elder Brown Ale,American-Style Brown Ale,6.8,45,25,bMywAZ
3339,JLf9YB,Y,Head over Hops,American-Style India Pale Ale,6.8,70,50,vGl2BR
3340,JLf9YB,Y,Hey! Honey! Hefeweizen!,South German-Style Hefeweizen / Hefeweissbier,4.5,15,10,MjXJrh
3341,JLf9YB,Y,Hipster Handshake Blueberry Wheat,American-Style Wheat Beer,5.3,35,10,ztfdSK
3342,JLf9YB,Y,Hop Tease,Session India Pale Ale,4.3,NaN,NaN,sa02WQ
3343,JLf9YB,Y,JEMS Jade Pale Ale,American-Style Pale Ale,5.25,42,30,nCXuGE
3344,JLf9YB,Y,Lemongrass Pale Ale,American-Style Pale Ale,6,42,30,DghkK0
3345,JLf9YB,Y,Lost My Way IPA,American-Style India Pale Ale,6.5,70,50,q0QYTR
3346,JKx7GQ,Y,North Carolina Gose West,Leipzig-Style Gose,NaN,15,10,hY6r9z
3347,JLf9YB,Y,Pickup Line Porter,Brown Porter,5.6,30,20,Asp66n
3348,JLf9YB,Y,Polished Pilsener,American-Style Pilsener,4.5,40,25,YZ6HxM
3349,JLf9YB,Y,Red IPA,American-Style India Pale Ale,7,70,50,7jdSH9
3350,JLf9YB,Y,Spell Caster Black Ale,American-Style Black Ale,5,70,50,nxxs0V
3351,JLf9YB,Y,Abund N.C. IPA,Imperial or Double India Pale Ale,9.8,100,65,SK9Mcs
3352,JLf9YB,Y,Barrel Aged Über Night Imperial Stout,Wood- and Barrel-Aged Strong Beer,10,NaN,NaN,tvTNQq
3353,JLf9YB,Y,Batch #1 English IPA,English-Style India Pale Ale,5.25,63,35,wFNTnv
3354,JLf9YB,Y,Bombshell Dunkelweizen,South German-Style Dunkel Weizen / Dunkel Weissbier,5.1,15,10,4dsAmJ
3355,JLf9YB,Y,Bombshell Perception Pale Ale,American-Style Pale Ale,5.45,42,30,kPoViG
3356,JLf9YB,Y,Chili Choco Bang Bang,American-Style Stout,5.7,60,35,XaTqKs
3357,JLf9YB,Y,Citra Pale Ale,American-Style Pale Ale,5.4,42,30,BeF3r4
3358,JLf9YB,Y,Dirty Secret Coconut Stout,American-Style Stout,4.5,60,35,SFpHqU
3359,JLf9YB,Y,Dirty Secret Russian Imperial Stout,British-Style Imperial Stout,8.5,65,45,gxayvk
3360,JLf9YB,Y,Dirty Secret Stout  - Dry Irish Batch,American-Style Stout,4.98,60,35,PWGiPf
3361,JLf9YB,Y,Dirty Secret Stout - Coconut Bash,Specialty Stouts,5.3,50,35,865hYp
3362,JLf9YB,Y,Dirty Secret Stout - Oatmeal Batch,Oatmeal Stout,5.5,40,20,z3G818
3363,JLf9YB,Y,Figgy Elder Brown Ale,American-Style Brown Ale,6.8,45,25,bMywAZ
3364,JLf9YB,Y,Head over Hops,American-Style India Pale Ale,6.8,70,50,vGl2BR
3365,JLf9YB,Y,Hey! Honey! Hefeweizen!,South German-Style Hefeweizen / Hefeweissbier,4.5,15,10,MjXJrh
3366,JLf9YB,Y,Hipster Handshake Blueberry Wheat,American-Style Wheat Beer,5.3,35,10,ztfdSK
3367,JLf9YB,Y,Hop Tease,Session India Pale Ale,4.3,NaN,NaN,sa02WQ
3368,JLf9YB,Y,JEMS Jade Pale Ale,American-Style Pale Ale,5.25,42,30,nCXuGE
3369,JLf9YB,Y,Lemongrass Pale Ale,American-Style Pale Ale,6,42,30,DghkK0
3370,JLf9YB,Y,Lost My Way IPA,American-Style India Pale Ale,6.5,70,50,q0QYTR
3371,JKx7GQ,Y,North Carolina Gose West,Leipzig-Style Gose,NaN,15,10,hY6r9z
3372,JLf9YB,Y,Pickup Line Porter,Brown Porter,5.6,30,20,Asp66n
3373,JLf9YB,Y,Polished Pilsener,American-Style Pilsener,4.5,40,25,YZ6HxM
3374,JLf9YB,Y,Red IPA,American-Style India Pale Ale,7,70,50,7jdSH9
3375,JLf9YB,Y,Spell Caster Black Ale,American-Style Black Ale,5,70,50,nxxs0V
3376,PoQAbZ,Y,Blonde Bombshell,Golden or Blonde Ale,6.3,25,15,D0dOtg
3377,PoQAbZ,Y,Freewheelin' Dude Rye IPA,American-Style India Pale Ale,6,70,50,Re51CY
3378,PoQAbZ,Y,Happy Tales,American-Style Pale Ale,5.6,42,30,gHWdVQ
3379,PoQAbZ,Y,Jungle Girl,American-Style India Pale Ale,6.5,70,50,yNBmao
3380,PoQAbZ,Y,Jungle Queen Red,American-Style India Pale Ale,7.6,70,50,3xnpLz
3381,PoQAbZ,Y,Mr. Velvet Porter,Brown Porter,5.9,30,20,pKMD37
3382,PoQAbZ,Y,Trade Street Wheat,Belgian-Style White (or Wit) / Belgian-Style Wheat,5,17,10,IbFRer
3383,PoQAbZ,Y,Winter's End,South German-Style Hefeweizen / Hefeweissbier,4.2,15,10,XEh3xj
3384,PoQAbZ,Y,YSB Pale Ale,American-Style Pale Ale,5.5,42,30,uuyFoI
3385,PoQAbZ,Y,YSB Porter,Brown Porter,6,30,20,aguakF
3386,8nYps3,Y,Declaration Ale,American-Style Pale Ale,NaN,42,30,VQhp9v
3387,288yl0,Y,Corban Avenue,Golden or Blonde Ale,4.9,25,15,NWAOL3
3388,288yl0,Y,Industrious People Ale,American-Style India Pale Ale,6.7,70,50,2WOevq
3389,288yl0,Y,Second Rodeo,Robust Porter,6.9,40,25,ko6lGK
3390,288yl0,Y,Second Rodeo Joe,Robust Porter,7,40,25,Hr1Ix3
3391,288yl0,Y,Unicorn Milk,American-Style Cream Ale or Lager,6,22,10,WDWZn6
3392,288yl0,Y,Corban Avenue,Golden or Blonde Ale,4.9,25,15,NWAOL3
3393,288yl0,Y,Industrious People Ale,American-Style India Pale Ale,6.7,70,50,2WOevq
3394,288yl0,Y,Second Rodeo,Robust Porter,6.9,40,25,ko6lGK
3395,288yl0,Y,Second Rodeo Joe,Robust Porter,7,40,25,Hr1Ix3
3396,288yl0,Y,Unicorn Milk,American-Style Cream Ale or Lager,6,22,10,WDWZn6
3397,mcYO9v,Y,Baba Budan Coffee IPA,American-Style India Pale Ale,6.6,70,50,sLv7tF
3398,mcYO9v,Y,Bad Mother Pucker,Berliner-Style Weisse (Wheat),2.8,6,3,f7I459
3399,mcYO9v,Y,Boone Creek Blonde,Golden or Blonde Ale,4.7,25,15,zTDzMN
3400,mcYO9v,Y,C.R.E.A.M. Donut Infused Cappucino Milk Stout,Sweet or Cream Stout,5.2,25,15,9UAw5E
3401,mcYO9v,Y,Chocolate Raspberry Nitro Porter,Brown Porter,6,30,20,x48f8Y
3402,mcYO9v,Y,Coconut Chocolate Imperial Stout,American-Style Imperial Stout,9,80,50,ptF2rP
3403,mcYO9v,Y,Daniel's Double,Imperial or Double India Pale Ale,9,100,65,cVZBUH
3404,mcYO9v,Y,Daniel's Son,Other Specialty Cider or Perry,5.3,NaN,NaN,W2KNgB
3405,mcYO9v,Y,Glutenus Maximus,American-Style India Pale Ale,6.5,70,50,t9HWKy
3406,mcYO9v,Y,Gracias,American-Style Dark Lager,NaN,20,14,htWOBn
3407,mcYO9v,Y,Honey Badger,Golden or Blonde Ale,4.7,25,15,9JSWj1
3408,mcYO9v,Y,Hoppy Snazzy Fresh Nitro,American-Style Pale Ale,5.2,42,30,2wAq7G
3409,mcYO9v,Y,Leave No Trace IPA,American-Style India Pale Ale,NaN,70,50,Vp1MOb
3410,mcYO9v,Y,Long Leaf,American-Style India Pale Ale,7.1,70,50,ldBKsS
3411,mcYO9v,Y,Mystic Dragon Cider,Other Specialty Cider or Perry,5.3,NaN,NaN,yfNo9w
3412,mcYO9v,Y,Nilla Hay-Fa,American-Style Pale Ale,5.17,42,30,YqEJa0
3413,mcYO9v,Y,"No Rye’me, No Reason",American-Style Pale Ale,NaN,42,30,tVIYFA
3414,mcYO9v,Y,Not-A-Double DIPA,Imperial or Double India Pale Ale,8.7,100,65,J2DRsk
